Flow,Avg_Throughput_Mbps,Throughput_CoV,P50_RTT_ms,P99_RTT_ms,Min_RTT,Max_RTT,RTT_CoV,Mean_Cwnd,Min_Cwnd,Max_Cwnd,Cwnd_CoV,FCT_s,Retransmissions
mouse_1,17.621660046769218,0.9500587242402485,20.40453125,22.65475,19.247,22.935,0.027741154092892586,42.760660807291664,9.8984375,154.1328125,0.48910345593250026,9.520792,67
elephant,44.66876286191785,3.5035118929024383,20.517746666666664,22.35579999999999,19.256,23.587,0.03015841459204775,121.54338541666667,7.0703125,5513.4296875,4.22118758916007,15.000193,434
mouse_0,12.737971002564947,0.510639387865822,20.429204545454546,22.60974,19.122,23.193,0.03030945048491925,31.50574100378788,5.65625,76.359375,0.4371745456258687,13.171027,88
mouse_2,652.9268273698793,0.9227648144884169,22.45,23.849919999999997,20.23,23.862,0.08668824379833297,2474.1380208333335,230.4921875,5475.25,1.092574846646264,0.256954,396
