Flow,Avg_Throughput_Mbps,Throughput_CoV,P50_RTT_ms,P99_RTT_ms,Min_RTT,Max_RTT,RTT_CoV,Mean_Cwnd,Min_Cwnd,Max_Cwnd,Cwnd_CoV,FCT_s,Retransmissions
mouse_1,44.658939938132576,0.8153951737803145,1.862236842105263,2.4302200000000003,1.372,2.465,0.1235873970106167,9.303042763157896,4.2421875,32.5234375,0.8194078283670404,3.756743,6
elephant,824.6617148946225,0.10408314821116922,1.7032200000000002,1.9861,1.146,1.991,0.10528216604062961,179.303125,69.2890625,226.25,0.17363144555544044,15.000152,1072
mouse_0,39.34493646544107,0.6946732755852609,1.7989999999999997,2.12898,1.317,2.184,0.09470854154560499,7.9910973837209305,2.828125,24.0390625,0.5980712460341719,4.264136,17
mouse_2,701.3915610015092,0.0383151262164607,1.3476666666666663,1.55978,1.222,1.566,0.14083658625401846,131.03645833333334,113.125,154.1328125,0.16018305092239074,0.239199,36
