Flow,Avg_Throughput_Mbps,Throughput_CoV,P50_RTT_ms,P99_RTT_ms,Min_RTT,Max_RTT,RTT_CoV,Mean_Cwnd,Min_Cwnd,Max_Cwnd,Cwnd_CoV,FCT_s,Retransmissions
mouse_1,69.97124780521577,1.211910319972425,1.94975,2.50179,1.356,2.508,0.16677335319370293,14.84765625,2.828125,60.8046875,1.1092363163728842,2.39773,20
elephant,819.0694754385789,0.12158184531833326,1.7649933333333334,2.36355,1.288,2.472,0.11124953165589037,186.8259375,82.015625,255.9453125,0.21342888672819782,15.00015,1119
mouse_0,70.57090313777155,1.1878587578221638,2.0284166666666668,2.61108,1.369,2.635,0.19635965710513276,14.553059895833334,2.828125,79.1875,1.3262447326497107,2.377356,51
mouse_2,64.27069578252214,0.9881002057640729,1.915740740740741,2.4851199999999998,1.406,2.495,0.17826874976184745,12.93605324074074,2.828125,42.421875,1.0618544049635728,2.610399,26
